epoch,temperature,currentCost,bestCost,acceptedWorse,acceptedBetter
215,17104.5,6.6908e+07,6.60905e+07,215297,215426
216,17018.9,6.71655e+07,6.60905e+07,214974,215310
217,16933.8,6.74417e+07,6.60905e+07,214771,214782
218,16849.2,6.68273e+07,6.60254e+07,214935,214402
219,16764.9,6.71129e+07,6.58533e+07,214226,214344
220,16681.1,6.66318e+07,6.58533e+07,214230,214413
221,16597.7,6.724e+07,6.58533e+07,214601,214033
222,16514.7,6.69838e+07,6.58533e+07,214269,213334
223,16432.1,6.67032e+07,6.58381e+07,213217,213476
224,16350,6.68619e+07,6.58381e+07,214001,213103
225,16268.2,6.67653e+07,6.57681e+07,213866,213007
226,16186.9,6.67092e+07,6.57681e+07,212905,213233
227,16105.9,6.66631e+07,6.54976e+07,212693,212663
228,16025.4,6.66365e+07,6.54976e+07,212640,212410
229,15945.3,6.70931e+07,6.53499e+07,212292,212476
230,15865.6,6.64911e+07,6.53499e+07,212565,212505
231,15786.2,6.66007e+07,6.53499e+07,212046,212207
232,15707.3,6.64444e+07,6.53499e+07,212437,211943
233,15628.8,6.62761e+07,6.53499e+07,211744,212267
234,15550.6,6.57726e+07,6.53499e+07,211307,211910
235,15472.9,6.66289e+07,6.53499e+07,211740,211341
236,15395.5,6.5832e+07,6.53499e+07,210974,211652
237,15318.5,6.58793e+07,6.5309e+07,211209,210771
238,15241.9,6.5877e+07,6.52895e+07,210669,210878
239,15165.7,6.62348e+07,6.52895e+07,210947,210333
240,15089.9,6.59282e+07,6.52816e+07,210315,210621
241,15014.4,6.66287e+07,6.52521e+07,210519,210603
242,14939.4,6.64685e+07,6.496e+07,210044,210181
243,14864.7,6.60503e+07,6.496e+07,210041,209538
244,14790.4,6.61868e+07,6.47816e+07,209705,209793
245,14716.4,6.66966e+07,6.47816e+07,209258,209034
246,14642.8,6.6348e+07,6.47816e+07,209427,209370
247,14569.6,6.57388e+07,6.47816e+07,209084,208338
248,14496.8,6.61156e+07,6.42847e+07,208418,208686
249,14424.3,6.66417e+07,6.42847e+07,208535,208748
250,14352.2,6.53513e+07,6.42847e+07,208285,208366
251,14280.4,6.60178e+07,6.42847e+07,208688,207822
252,14209,6.62733e+07,6.42847e+07,208246,208165
253,14137.9,6.54827e+07,6.42847e+07,207881,207299
254,14067.3,6.54851e+07,6.42847e+07,206979,207063
255,13996.9,6.59891e+07,6.42847e+07,207311,206892
256,13926.9,6.58815e+07,6.42847e+07,206958,206881
257,13857.3,6.61005e+07,6.42847e+07,206444,206816
258,13788,6.51542e+07,6.42847e+07,206374,206368
259,13719.1,6.55012e+07,6.42847e+07,205833,206639
260,13650.5,6.52334e+07,6.42847e+07,205651,206512
261,13582.2,6.56974e+07,6.42077e+07,206127,205273
262,13514.3,6.48051e+07,6.42077e+07,205266,206248
263,13446.7,6.52197e+07,6.37831e+07,205168,205458
264,13379.5,6.49433e+07,6.37831e+07,205104,205098
265,13312.6,6.51204e+07,6.37831e+07,204886,205009
266,13246.1,6.54809e+07,6.37831e+07,205402,204720
267,13179.8,6.55763e+07,6.37584e+07,204794,203999
268,13113.9,6.51831e+07,6.35797e+07,204339,203860
269,13048.4,6.52955e+07,6.35797e+07,204090,203590
270,12983.1,6.46174e+07,6.35797e+07,203599,204554
271,12918.2,6.47582e+07,6.35797e+07,203227,203635
272,12853.6,6.47203e+07,6.35797e+07,203522,203175
273,12789.3,6.4077e+07,6.35797e+07,203420,202230
274,12725.4,6.48959e+07,6.31771e+07,202915,202504
275,12661.8,6.49105e+07,6.31771e+07,202685,202660
276,12598.5,6.45173e+07,6.31771e+07,202217,202312
277,12535.5,6.4558e+07,6.31771e+07,202254,201871
278,12472.8,6.51752e+07,6.31771e+07,201726,201701
279,12410.4,6.41362e+07,6.31771e+07,201678,201370
280,12348.4,6.42943e+07,6.31771e+07,201567,201109
281,12286.6,6.42328e+07,6.31613e+07,200696,201308
282,12225.2,6.39497e+07,6.31613e+07,201103,200769
283,12164.1,6.4145e+07,6.29833e+07,200920,200056
284,12103.2,6.39434e+07,6.29833e+07,199974,200088
285,12042.7,6.41398e+07,6.29833e+07,199786,200167
286,11982.5,6.36909e+07,6.29161e+07,199796,199526
287,11922.6,6.47271e+07,6.27383e+07,199352,199349
288,11863,6.37818e+07,6.27383e+07,198854,199319
289,11803.7,6.38763e+07,6.27383e+07,198816,198935
290,11744.7,6.39484e+07,6.26959e+07,198684,199000
291,11685.9,6.3743e+07,6.25752e+07,198863,198521
292,11627.5,6.35572e+07,6.25752e+07,198045,198666
293,11569.4,6.30381e+07,6.25752e+07,197742,197989
294,11511.5,6.33766e+07,6.25752e+07,197807,197233
295,11454,6.38119e+07,6.24868e+07,197337,197348
296,11396.7,6.3117e+07,6.24868e+07,197655,197195
297,11339.7,6.34859e+07,6.21561e+07,196396,196633
298,11283,6.28065e+07,6.17938e+07,196664,196260
299,11226.6,6.31135e+07,6.17938e+07,196513,195634
300,11170.5,6.30736e+07,6.17938e+07,196248,195759
301,11114.6,6.35081e+07,6.17938e+07,196255,195456
302,11059,6.34854e+07,6.17758e+07,195330,195744
303,11003.7,6.27433e+07,6.17758e+07,195199,195196
