epoch,temperature,currentCost,bestCost,acceptedWorse,acceptedBetter
358,8352.37,6.21935e+07,6.12579e+07,209251,209670
359,8310.61,6.20792e+07,6.12579e+07,209116,209330
360,8269.06,6.19353e+07,6.12533e+07,209157,209186
361,8227.71,6.21548e+07,6.12533e+07,208750,208170
362,8186.57,6.19676e+07,6.12391e+07,208941,208948
363,8145.64,6.2343e+07,6.10044e+07,208189,208401
364,8104.91,6.17026e+07,6.07979e+07,208691,207776
365,8064.39,6.15259e+07,6.07979e+07,208502,208095
366,8024.07,6.19336e+07,6.07979e+07,207817,207811
367,7983.95,6.21298e+07,6.07979e+07,207265,207931
368,7944.03,6.15743e+07,6.07979e+07,207243,207598
369,7904.31,6.15903e+07,6.07484e+07,207411,206675
370,7864.78,6.15165e+07,6.07484e+07,206295,206860
371,7825.46,6.10328e+07,6.06916e+07,206484,206229
372,7786.33,6.1707e+07,6.06916e+07,206350,206257
373,7747.4,6.16248e+07,6.0284e+07,205972,206363
374,7708.66,6.1506e+07,6.0284e+07,206024,205889
375,7670.12,6.11983e+07,6.0284e+07,206270,205754
376,7631.77,6.07907e+07,6.0284e+07,205608,205790
377,7593.61,6.12181e+07,6.0284e+07,205691,205253
378,7555.64,6.08772e+07,6.0284e+07,204887,205404
379,7517.87,6.10833e+07,6.0284e+07,204758,204883
380,7480.28,6.12647e+07,6.01774e+07,204755,204470
381,7442.87,6.0592e+07,6.0105e+07,204183,204662
382,7405.66,6.11486e+07,6.0105e+07,204451,204282
383,7368.63,6.07366e+07,6.0105e+07,203683,204096
384,7331.79,6.07837e+07,6.0105e+07,204074,203823
385,7295.13,6.07993e+07,6.00008e+07,203558,203706
386,7258.65,6.08821e+07,5.99689e+07,203534,203167
387,7222.36,6.06151e+07,5.99689e+07,202803,203466
388,7186.25,6.11442e+07,5.98518e+07,202974,202468
389,7150.32,6.06994e+07,5.97237e+07,202560,202608
390,7114.57,6.04121e+07,5.97237e+07,202774,202511
391,7078.99,6.05979e+07,5.97237e+07,202402,201924
392,7043.6,6.08903e+07,5.9682e+07,202107,201717
393,7008.38,6.05961e+07,5.9682e+07,201957,201750
394,6973.34,6.04382e+07,5.9682e+07,201368,201589
395,6938.47,6.052e+07,5.95884e+07,201504,201312
396,6903.78,5.99914e+07,5.94015e+07,201165,201185
397,6869.26,5.99081e+07,5.93066e+07,200769,200651
398,6834.91,6.01645e+07,5.92207e+07,200954,200294
399,6800.74,5.97798e+07,5.90997e+07,200038,200424
400,6766.74,5.97591e+07,5.90997e+07,200290,199767
401,6732.9,6.00229e+07,5.90945e+07,199950,199584
402,6699.24,6.02909e+07,5.90945e+07,199324,199548
403,6665.74,6.00336e+07,5.89154e+07,199144,199183
404,6632.41,5.93151e+07,5.88714e+07,198768,198856
405,6599.25,6.00848e+07,5.88714e+07,199352,198624
406,6566.25,5.93494e+07,5.88714e+07,198610,198045
407,6533.42,5.99625e+07,5.88504e+07,198656,198313
408,6500.76,5.93524e+07,5.88504e+07,198001,198130
409,6468.25,5.9738e+07,5.86348e+07,197765,197421
410,6435.91,5.92516e+07,5.86348e+07,197452,197890
411,6403.73,5.95004e+07,5.84857e+07,197292,196681
412,6371.71,6.01118e+07,5.84857e+07,196468,196840
