iteration,bestCost
3321,2.03352e+07
3322,2.03273e+07
3323,2.03199e+07
3324,2.03127e+07
3325,2.03058e+07
3326,2.02992e+07
3327,2.02922e+07
3328,2.02849e+07
3329,2.02793e+07
3330,2.02719e+07
3331,2.0264e+07
3332,2.02574e+07
3333,2.02514e+07
3334,2.02455e+07
3335,2.02384e+07
3336,2.02317e+07
3337,2.02248e+07
3338,2.02185e+07
3339,2.0211e+07
3340,2.02046e+07
3341,2.0193e+07
3342,2.01854e+07
3343,2.01789e+07
3344,2.01722e+07
3345,2.01631e+07
3346,2.01575e+07
3347,2.01498e+07
3348,2.01439e+07
3349,2.01364e+07
3350,2.01283e+07
3351,2.01204e+07
3352,2.0114e+07
3353,2.01063e+07
3354,2.00973e+07
3355,2.00908e+07
3356,2.0082e+07
3357,2.00766e+07
3358,2.007e+07
3359,2.00624e+07
3360,2.00547e+07
3361,2.00478e+07
3362,2.00396e+07
3363,2.00331e+07
3364,2.00252e+07
3365,2.00183e+07
3366,2.00095e+07
3367,2.00037e+07
3368,1.99952e+07
3369,1.99874e+07
3370,1.99811e+07
3371,1.99748e+07
3372,1.99676e+07
3373,1.99607e+07
3374,1.99546e+07
3375,1.99474e+07
3376,1.99416e+07
3377,1.99338e+07
3378,1.99269e+07
3379,1.99201e+07
3380,1.99131e+07
3381,1.99064e+07
3382,1.98986e+07
3383,1.98925e+07
3384,1.98868e+07
3385,1.9881e+07
3386,1.98742e+07
3387,1.98669e+07
3388,1.98576e+07
3389,1.9851e+07
3390,1.98443e+07
3391,1.98378e+07
3392,1.98313e+07
3393,1.98245e+07
3394,1.98146e+07
3395,1.98087e+07
3396,1.98032e+07
3397,1.97968e+07
3398,1.97894e+07
3399,1.97833e+07
3400,1.97761e+07
3401,1.97672e+07
3402,1.97572e+07
3403,1.97481e+07
3404,1.97409e+07
3405,1.97336e+07
3406,1.97248e+07
3407,1.97193e+07
3408,1.97135e+07
3409,1.97069e+07
3410,1.9698e+07
3411,1.96898e+07
3412,1.9681e+07
3413,1.96736e+07
3414,1.96674e+07
3415,1.96606e+07
3416,1.9654e+07
3417,1.96471e+07
3418,1.96407e+07
3419,1.96343e+07
3420,1.96269e+07
3421,1.96192e+07
3422,1.96125e+07
3423,1.96067e+07
3424,1.96e+07
3425,1.95937e+07
3426,1.95873e+07
3427,1.95811e+07
3428,1.95737e+07
3429,1.95668e+07
3430,1.95607e+07
3431,1.95561e+07
3432,1.95499e+07
3433,1.95429e+07
3434,1.95362e+07
3435,1.95294e+07
3436,1.95215e+07
3437,1.95145e+07
3438,1.95075e+07
3439,1.95016e+07
3440,1.94947e+07
3441,1.94864e+07
3442,1.94804e+07
3443,1.94727e+07
3444,1.94652e+07
3445,1.94591e+07
3446,1.94516e+07
3447,1.94454e+07
3448,1.94388e+07
3449,1.94333e+07
3450,1.9427e+07
3451,1.94196e+07
3452,1.94131e+07
3453,1.94071e+07
3454,1.93991e+07
3455,1.93933e+07
3456,1.93815e+07
3457,1.93746e+07
3458,1.93667e+07
3459,1.93595e+07
3460,1.93511e+07
3461,1.9345e+07
3462,1.93392e+07
3463,1.93322e+07
3464,1.93267e+07
3465,1.93205e+07
3466,1.93137e+07
3467,1.93061e+07
3468,1.92998e+07
3469,1.92927e+07
3470,1.92862e+07
3471,1.92792e+07
3472,1.92731e+07
3473,1.92663e+07
3474,1.92599e+07
3475,1.92541e+07
3476,1.92488e+07
3477,1.92413e+07
3478,1.92351e+07
3479,1.92291e+07
3480,1.92218e+07
3481,1.92146e+07
3482,1.92078e+07
3483,1.92008e+07
3484,1.91932e+07
3485,1.91829e+07
3486,1.91764e+07
3487,1.91681e+07
3488,1.91617e+07
3489,1.91549e+07
3490,1.91484e+07
3491,1.91419e+07
3492,1.9135e+07
3493,1.91289e+07
3494,1.91218e+07
3495,1.91132e+07
3496,1.91059e+07
3497,1.90995e+07
3498,1.90917e+07
3499,1.90852e+07
3500,1.90795e+07
3501,1.90723e+07
3502,1.90663e+07
3503,1.90609e+07
3504,1.9055e+07
3505,1.90495e+07
3506,1.9043e+07
3507,1.90363e+07
3508,1.90299e+07
3509,1.90238e+07
3510,1.90182e+07
3511,1.90115e+07
3512,1.90042e+07
3513,1.89946e+07
3514,1.89885e+07
3515,1.89811e+07
3516,1.89749e+07
3517,1.89659e+07
3518,1.89595e+07
3519,1.8951e+07
3520,1.89427e+07
3521,1.89382e+07
3522,1.89305e+07
3523,1.89247e+07
3524,1.89183e+07
3525,1.89115e+07
3526,1.89034e+07
3527,1.88961e+07
3528,1.88895e+07
3529,1.88835e+07
3530,1.88766e+07
3531,1.88701e+07
3532,1.88628e+07
3533,1.88545e+07
3534,1.88478e+07
3535,1.88404e+07
3536,1.88337e+07
3537,1.8825e+07
3538,1.88193e+07
3539,1.88131e+07
3540,1.88058e+07
3541,1.87991e+07
3542,1.87914e+07
3543,1.87855e+07
3544,1.87804e+07
3545,1.87735e+07
3546,1.87655e+07
3547,1.87574e+07
3548,1.87518e+07
3549,1.87453e+07
3550,1.87376e+07
3551,1.873e+07
3552,1.87237e+07
3553,1.87183e+07
3554,1.87114e+07
3555,1.87053e+07
3556,1.86981e+07
3557,1.86916e+07
3558,1.86855e+07
3559,1.86788e+07
3560,1.86729e+07
3561,1.86673e+07
3562,1.86603e+07
3563,1.86541e+07
3564,1.86479e+07
3565,1.86416e+07
3566,1.8635e+07
3567,1.86292e+07
3568,1.86227e+07
3569,1.86155e+07
3570,1.86094e+07
3571,1.86037e+07
3572,1.8598e+07
3573,1.85919e+07
3574,1.85852e+07
3575,1.8579e+07
3576,1.85716e+07
3577,1.85648e+07
3578,1.85602e+07
3579,1.85539e+07
3580,1.85463e+07
3581,1.85395e+07
3582,1.85329e+07
3583,1.85257e+07
3584,1.85199e+07
3585,1.85108e+07
3586,1.85056e+07
3587,1.84989e+07
3588,1.84912e+07
3589,1.84855e+07
3590,1.84781e+07
3591,1.84723e+07
3592,1.84654e+07
3593,1.84598e+07
3594,1.84527e+07
3595,1.84469e+07
3596,1.84409e+07
3597,1.84351e+07
3598,1.84279e+07
3599,1.84205e+07
3600,1.84151e+07
3601,1.84081e+07
3602,1.84013e+07
3603,1.83952e+07
3604,1.83901e+07
3605,1.83837e+07
3606,1.83782e+07
3607,1.8373e+07
3608,1.83674e+07
3609,1.83624e+07
3610,1.83568e+07
3611,1.83499e+07
3612,1.83438e+07
3613,1.83385e+07
3614,1.83322e+07
3615,1.83268e+07
3616,1.83208e+07
3617,1.83138e+07
3618,1.83085e+07
3619,1.83015e+07
3620,1.82936e+07
3621,1.82887e+07
3622,1.8279e+07
3623,1.82739e+07
3624,1.82679e+07
3625,1.82601e+07
3626,1.8255e+07
3627,1.82498e+07
3628,1.8244e+07
3629,1.8237e+07
3630,1.82301e+07
3631,1.82238e+07
3632,1.82165e+07
3633,1.8212e+07
3634,1.8205e+07
3635,1.81991e+07
3636,1.81924e+07
3637,1.8185e+07
3638,1.81793e+07
3639,1.81735e+07
3640,1.8168e+07
3641,1.81623e+07
3642,1.81575e+07
3643,1.81527e+07
3644,1.81473e+07
3645,1.81429e+07
3646,1.81375e+07
3647,1.81312e+07
3648,1.81265e+07
3649,1.81197e+07
3650,1.81151e+07
3651,1.81092e+07
3652,1.81037e+07
3653,1.80964e+07
3654,1.8089e+07
3655,1.80833e+07
3656,1.80783e+07
3657,1.80717e+07
3658,1.80652e+07
3659,1.80595e+07
3660,1.8053e+07
3661,1.80451e+07
3662,1.80386e+07
3663,1.80333e+07
3664,1.80267e+07
3665,1.8021e+07
3666,1.8014e+07
3667,1.80072e+07
3668,1.80013e+07
3669,1.79961e+07
3670,1.799e+07
3671,1.79849e+07
3672,1.79779e+07
3673,1.79719e+07
3674,1.79656e+07
3675,1.79597e+07
3676,1.79553e+07
3677,1.79488e+07
3678,1.79427e+07
3679,1.7937e+07
3680,1.79327e+07
3681,1.7925e+07
3682,1.79193e+07
3683,1.79127e+07
3684,1.79082e+07
3685,1.79029e+07
3686,1.78976e+07
3687,1.78909e+07
3688,1.78849e+07
3689,1.78758e+07
3690,1.78699e+07
3691,1.78648e+07
3692,1.78572e+07
3693,1.78513e+07
3694,1.7847e+07
3695,1.78381e+07
3696,1.78323e+07
3697,1.78255e+07
3698,1.78186e+07
3699,1.78133e+07
3700,1.78062e+07
3701,1.78002e+07
3702,1.77932e+07
3703,1.77874e+07
3704,1.77822e+07
3705,1.77764e+07
3706,1.77678e+07
3707,1.77619e+07
3708,1.77564e+07
3709,1.77492e+07
3710,1.77444e+07
3711,1.77376e+07
3712,1.77326e+07
3713,1.77279e+07
3714,1.77212e+07
3715,1.77153e+07
3716,1.77104e+07
3717,1.77032e+07
3718,1.76968e+07
3719,1.76913e+07
3720,1.76846e+07
3721,1.76782e+07
3722,1.76726e+07
3723,1.76676e+07
3724,1.76615e+07
3725,1.76565e+07
3726,1.76517e+07
3727,1.76452e+07
3728,1.76399e+07
3729,1.76326e+07
3730,1.76282e+07
3731,1.76222e+07
3732,1.76155e+07
3733,1.76106e+07
3734,1.76049e+07
3735,1.76003e+07
3736,1.75947e+07
3737,1.75883e+07
3738,1.75813e+07
3739,1.75736e+07
3740,1.75685e+07
3741,1.75634e+07
3742,1.75567e+07
3743,1.75516e+07
3744,1.75457e+07
3745,1.75402e+07
3746,1.75348e+07
3747,1.75281e+07
3748,1.75236e+07
3749,1.75187e+07
3750,1.75134e+07
3751,1.75065e+07
3752,1.75012e+07
3753,1.74956e+07
3754,1.74902e+07
3755,1.74838e+07
3756,1.74752e+07
3757,1.74691e+07
3758,1.74637e+07
3759,1.74583e+07
3760,1.74501e+07
3761,1.74417e+07
3762,1.74365e+07
3763,1.74324e+07
3764,1.74258e+07
3765,1.74193e+07
3766,1.74148e+07
3767,1.74084e+07
3768,1.73996e+07
3769,1.73949e+07
3770,1.73889e+07
3771,1.73806e+07
3772,1.73759e+07
3773,1.73693e+07
3774,1.73628e+07
3775,1.73554e+07
3776,1.73492e+07
3777,1.73436e+07
3778,1.7339e+07
3779,1.73334e+07
3780,1.73277e+07
3781,1.73223e+07
3782,1.73177e+07
3783,1.73127e+07
3784,1.73072e+07
3785,1.73002e+07
3786,1.72947e+07
3787,1.72894e+07
3788,1.72847e+07
3789,1.72789e+07
3790,1.72725e+07
3791,1.72665e+07
3792,1.72604e+07
3793,1.72549e+07
3794,1.72475e+07
3795,1.72409e+07
3796,1.72326e+07
3797,1.72279e+07
3798,1.72224e+07
3799,1.72167e+07
3800,1.7212e+07
3801,1.7204e+07
3802,1.71967e+07
3803,1.71912e+07
3804,1.71847e+07
3805,1.71813e+07
3806,1.71764e+07
3807,1.71705e+07
3808,1.71655e+07
3809,1.716e+07
3810,1.71541e+07
3811,1.71483e+07
3812,1.71438e+07
3813,1.71381e+07
3814,1.71319e+07
3815,1.71257e+07
3816,1.712e+07
3817,1.71143e+07
3818,1.71094e+07
3819,1.71013e+07
3820,1.70963e+07
3821,1.70904e+07
3822,1.70837e+07
3823,1.70774e+07
3824,1.7073e+07
3825,1.70652e+07
3826,1.70597e+07
3827,1.70547e+07
3828,1.70482e+07
3829,1.70406e+07
3830,1.70359e+07
3831,1.70305e+07
3832,1.70259e+07
3833,1.70209e+07
3834,1.70149e+07
3835,1.70106e+07
3836,1.7005e+07
3837,1.70007e+07
3838,1.69943e+07
3839,1.69899e+07
3840,1.69834e+07
3841,1.69764e+07
3842,1.69714e+07
3843,1.69637e+07
3844,1.69571e+07
3845,1.69517e+07
3846,1.69474e+07
3847,1.69399e+07
3848,1.69327e+07
3849,1.69259e+07
3850,1.69199e+07
3851,1.69148e+07
3852,1.69111e+07
3853,1.6905e+07
3854,1.68961e+07
3855,1.68904e+07
3856,1.68851e+07
3857,1.6878e+07
3858,1.68731e+07
3859,1.68662e+07
3860,1.68626e+07
3861,1.68568e+07
3862,1.68508e+07
3863,1.68458e+07
3864,1.68392e+07
3865,1.68342e+07
3866,1.68272e+07
3867,1.68217e+07
3868,1.68148e+07
3869,1.68072e+07
3870,1.68015e+07
3871,1.67944e+07
3872,1.67885e+07
3873,1.67832e+07
3874,1.67745e+07
3875,1.67699e+07
3876,1.67651e+07
3877,1.67602e+07
3878,1.67562e+07
3879,1.67513e+07
3880,1.67459e+07
3881,1.67418e+07
3882,1.67345e+07
3883,1.6729e+07
3884,1.67239e+07
3885,1.67193e+07
3886,1.67153e+07
3887,1.67101e+07
3888,1.67055e+07
3889,1.66985e+07
3890,1.66923e+07
3891,1.66874e+07
3892,1.66813e+07
3893,1.66761e+07
3894,1.66722e+07
3895,1.66664e+07
3896,1.66614e+07
3897,1.66556e+07
3898,1.66489e+07
3899,1.66424e+07
3900,1.66378e+07
3901,1.66337e+07
3902,1.66288e+07
3903,1.66238e+07
3904,1.66192e+07
3905,1.66126e+07
3906,1.6608e+07
3907,1.66025e+07
3908,1.65972e+07
3909,1.65926e+07
3910,1.65854e+07
3911,1.65782e+07
3912,1.65699e+07
3913,1.65653e+07
3914,1.6561e+07
3915,1.6556e+07
3916,1.65497e+07
3917,1.65444e+07
3918,1.65373e+07
3919,1.65321e+07
3920,1.65255e+07
3921,1.65197e+07
3922,1.65147e+07
3923,1.65102e+07
3924,1.6504e+07
3925,1.64977e+07
3926,1.64926e+07
3927,1.64882e+07
3928,1.64833e+07
3929,1.64773e+07
3930,1.64725e+07
3931,1.64653e+07
3932,1.64596e+07
3933,1.64526e+07
3934,1.64468e+07
3935,1.6442e+07
3936,1.64365e+07
3937,1.64309e+07
3938,1.64255e+07
3939,1.64206e+07
3940,1.64158e+07
3941,1.64102e+07
3942,1.64039e+07
3943,1.63991e+07
3944,1.63938e+07
3945,1.63882e+07
3946,1.63836e+07
3947,1.63781e+07
3948,1.63742e+07
3949,1.63685e+07
3950,1.63638e+07
3951,1.63588e+07
3952,1.63536e+07
3953,1.63485e+07
3954,1.63443e+07
3955,1.63387e+07
3956,1.63345e+07
3957,1.63288e+07
3958,1.6324e+07
3959,1.63178e+07
3960,1.63126e+07
3961,1.63086e+07
3962,1.63037e+07
3963,1.62982e+07
3964,1.62937e+07
3965,1.62889e+07
3966,1.62834e+07
3967,1.6277e+07
3968,1.62706e+07
3969,1.62663e+07
3970,1.62611e+07
3971,1.6255e+07
3972,1.62504e+07
3973,1.62456e+07
3974,1.6241e+07
3975,1.62364e+07
3976,1.62315e+07
3977,1.62273e+07
3978,1.62224e+07
3979,1.62185e+07
3980,1.62132e+07
3981,1.6207e+07
3982,1.62017e+07
3983,1.61965e+07
3984,1.61918e+07
3985,1.61865e+07
3986,1.61809e+07
3987,1.61764e+07
3988,1.61725e+07
3989,1.61677e+07
3990,1.61628e+07
3991,1.61569e+07
3992,1.61521e+07
3993,1.61459e+07
3994,1.61409e+07
3995,1.61368e+07
3996,1.6132e+07
3997,1.61285e+07
3998,1.61236e+07
3999,1.61188e+07
4000,1.61141e+07
4001,1.61094e+07
4002,1.61032e+07
4003,1.60989e+07
4004,1.60924e+07
4005,1.6087e+07
4006,1.60807e+07
4007,1.60753e+07
4008,1.60705e+07
4009,1.60655e+07
4010,1.60594e+07
4011,1.60544e+07
4012,1.60491e+07
4013,1.6045e+07
4014,1.60399e+07
4015,1.60323e+07
4016,1.60267e+07
4017,1.6021e+07
4018,1.60168e+07
4019,1.60109e+07
4020,1.60062e+07
4021,1.60014e+07
4022,1.59961e+07
4023,1.59917e+07
4024,1.5985e+07
4025,1.59798e+07
4026,1.59731e+07
4027,1.59685e+07
4028,1.59613e+07
4029,1.59572e+07
4030,1.59518e+07
4031,1.59469e+07
4032,1.59424e+07
4033,1.59371e+07
4034,1.59324e+07
4035,1.59274e+07
4036,1.59233e+07
4037,1.59194e+07
4038,1.5915e+07
4039,1.59107e+07
4040,1.59063e+07
4041,1.59011e+07
4042,1.58965e+07
4043,1.58922e+07
4044,1.5888e+07
4045,1.58825e+07
4046,1.58769e+07
4047,1.58735e+07
4048,1.58678e+07
4049,1.58631e+07
4050,1.58598e+07
4051,1.58532e+07
4052,1.58448e+07
4053,1.58392e+07
4054,1.58348e+07
4055,1.58297e+07
4056,1.58232e+07
4057,1.5818e+07
4058,1.58134e+07
4059,1.58087e+07
4060,1.58044e+07
4061,1.58001e+07
4062,1.57946e+07
4063,1.57886e+07
4064,1.57821e+07
4065,1.57779e+07
4066,1.57726e+07
4067,1.57684e+07
4068,1.57619e+07
4069,1.57573e+07
4070,1.57525e+07
4071,1.57465e+07
4072,1.57418e+07
4073,1.57371e+07
4074,1.57336e+07
4075,1.57298e+07
4076,1.57236e+07
4077,1.57196e+07
4078,1.57157e+07
4079,1.57114e+07
4080,1.57071e+07
4081,1.57023e+07
4082,1.56955e+07
4083,1.56897e+07
4084,1.56858e+07
4085,1.56783e+07
4086,1.56735e+07
4087,1.56696e+07
4088,1.56657e+07
4089,1.56612e+07
4090,1.56567e+07
4091,1.56511e+07
4092,1.5647e+07
4093,1.56424e+07
4094,1.56375e+07
4095,1.56305e+07
4096,1.56256e+07
4097,1.56192e+07
4098,1.5615e+07
4099,1.5611e+07
4100,1.56055e+07
4101,1.55994e+07
4102,1.55945e+07
4103,1.5589e+07
4104,1.55846e+07
4105,1.558e+07
4106,1.55737e+07
4107,1.55676e+07
4108,1.55617e+07
4109,1.55562e+07
4110,1.55521e+07
4111,1.55467e+07
4112,1.5541e+07
4113,1.55364e+07
4114,1.55318e+07
4115,1.55263e+07
4116,1.55215e+07
4117,1.55177e+07
4118,1.55143e+07
4119,1.55082e+07
4120,1.55039e+07
4121,1.5499e+07
4122,1.54942e+07
4123,1.54892e+07
4124,1.54851e+07
4125,1.54803e+07
4126,1.54736e+07
4127,1.54695e+07
4128,1.5465e+07
4129,1.5461e+07
4130,1.54561e+07
4131,1.5452e+07
4132,1.54477e+07
4133,1.54422e+07
4134,1.54376e+07
4135,1.5432e+07
4136,1.54269e+07
4137,1.54218e+07
4138,1.54176e+07
4139,1.5414e+07
4140,1.54102e+07
4141,1.54052e+07
4142,1.53989e+07
4143,1.53936e+07
4144,1.53891e+07
4145,1.53853e+07
4146,1.53801e+07
4147,1.53754e+07
4148,1.53711e+07
4149,1.53661e+07
4150,1.53591e+07
4151,1.53555e+07
4152,1.53504e+07
4153,1.53453e+07
4154,1.53413e+07
4155,1.53377e+07
4156,1.53336e+07
4157,1.53283e+07
4158,1.53243e+07
4159,1.532e+07
4160,1.53149e+07
4161,1.53106e+07
4162,1.53052e+07
4163,1.53005e+07
4164,1.52966e+07
4165,1.52913e+07
4166,1.52875e+07
4167,1.52822e+07
4168,1.52762e+07
4169,1.5271e+07
4170,1.52643e+07
4171,1.52594e+07
4172,1.52546e+07
4173,1.52495e+07
4174,1.5245e+07
4175,1.52389e+07
4176,1.52342e+07
4177,1.52293e+07
4178,1.52248e+07
4179,1.52208e+07
4180,1.52169e+07
4181,1.52136e+07
4182,1.52092e+07
4183,1.52054e+07
4184,1.5202e+07
4185,1.51957e+07
4186,1.51913e+07
4187,1.51875e+07
4188,1.5183e+07
4189,1.51791e+07
4190,1.51749e+07
4191,1.51699e+07
4192,1.51656e+07
4193,1.51611e+07
4194,1.51558e+07
4195,1.51521e+07
4196,1.51476e+07
4197,1.51427e+07
4198,1.51378e+07
4199,1.51314e+07
4200,1.51268e+07
4201,1.5122e+07
4202,1.51172e+07
4203,1.51135e+07
4204,1.51093e+07
4205,1.5105e+07
4206,1.50979e+07
4207,1.5093e+07
4208,1.50881e+07
4209,1.50825e+07
4210,1.50761e+07
4211,1.50718e+07
4212,1.50678e+07
4213,1.50641e+07
4214,1.50598e+07
4215,1.50556e+07
4216,1.50506e+07
4217,1.50462e+07
4218,1.50423e+07
4219,1.50384e+07
4220,1.50341e+07
4221,1.50301e+07
4222,1.50262e+07
4223,1.50199e+07
4224,1.50153e+07
4225,1.501e+07
4226,1.5006e+07
4227,1.50013e+07
4228,1.49972e+07
4229,1.49933e+07
4230,1.49897e+07
4231,1.49837e+07
4232,1.4979e+07
4233,1.49748e+07
4234,1.49706e+07
4235,1.49653e+07
4236,1.49606e+07
4237,1.49553e+07
4238,1.49513e+07
4239,1.49476e+07
4240,1.49416e+07
4241,1.4938e+07
4242,1.49334e+07
4243,1.4927e+07
4244,1.49218e+07
4245,1.49172e+07
4246,1.49131e+07
4247,1.49085e+07
4248,1.49049e+07
4249,1.48984e+07
4250,1.48939e+07
4251,1.48888e+07
4252,1.48847e+07
4253,1.48809e+07
4254,1.48763e+07
4255,1.48709e+07
4256,1.48656e+07
4257,1.48606e+07
4258,1.48567e+07
4259,1.48521e+07
4260,1.48478e+07
4261,1.48436e+07
4262,1.48401e+07
4263,1.48355e+07
4264,1.48316e+07
4265,1.48268e+07
4266,1.48213e+07
4267,1.48176e+07
4268,1.48135e+07
4269,1.48089e+07
4270,1.48046e+07
4271,1.48003e+07
4272,1.47951e+07
4273,1.47903e+07
4274,1.4786e+07
4275,1.47812e+07
4276,1.47768e+07
4277,1.47721e+07
4278,1.47671e+07
4279,1.47632e+07
4280,1.47591e+07
4281,1.4755e+07
4282,1.47483e+07
4283,1.47437e+07
4284,1.47393e+07
4285,1.4734e+07
4286,1.4729e+07
4287,1.47253e+07
4288,1.4722e+07
4289,1.47178e+07
4290,1.47112e+07
4291,1.47063e+07
4292,1.47021e+07
4293,1.46991e+07
4294,1.46947e+07
4295,1.46899e+07
4296,1.46853e+07
4297,1.46808e+07
4298,1.46759e+07
4299,1.4672e+07
4300,1.4666e+07
4301,1.46605e+07
4302,1.46557e+07
4303,1.46507e+07
4304,1.46455e+07
4305,1.4641e+07
4306,1.46367e+07
4307,1.46321e+07
4308,1.46283e+07
4309,1.4624e+07
4310,1.46193e+07
4311,1.46156e+07
4312,1.46114e+07
4313,1.46078e+07
4314,1.46005e+07
4315,1.45968e+07
4316,1.45921e+07
4317,1.45866e+07
4318,1.45818e+07
4319,1.45774e+07
4320,1.4573e+07
4321,1.4569e+07
4322,1.45652e+07
4323,1.45611e+07
4324,1.45565e+07
4325,1.45522e+07
4326,1.45472e+07
4327,1.45437e+07
4328,1.45393e+07
4329,1.4535e+07
4330,1.45316e+07
4331,1.45265e+07
4332,1.45213e+07
4333,1.45165e+07
4334,1.45134e+07
4335,1.45086e+07
4336,1.45031e+07
4337,1.44992e+07
4338,1.44946e+07
4339,1.44886e+07
4340,1.4485e+07
4341,1.44814e+07
4342,1.44776e+07
4343,1.44738e+07
4344,1.44674e+07
4345,1.44632e+07
4346,1.44583e+07
4347,1.44535e+07
4348,1.44492e+07
4349,1.44448e+07
4350,1.44403e+07
4351,1.44357e+07
4352,1.44306e+07
4353,1.44257e+07
4354,1.44201e+07
4355,1.44162e+07
4356,1.44118e+07
4357,1.44072e+07
4358,1.44032e+07
4359,1.43991e+07
4360,1.43946e+07
4361,1.43898e+07
4362,1.43869e+07
4363,1.43825e+07
4364,1.43782e+07
4365,1.43735e+07
4366,1.43693e+07
4367,1.43649e+07
4368,1.4361e+07
4369,1.43563e+07
4370,1.43526e+07
4371,1.43455e+07
4372,1.43411e+07
4373,1.43361e+07
4374,1.43315e+07
4375,1.43275e+07
4376,1.43226e+07
4377,1.43179e+07
4378,1.43143e+07
4379,1.43099e+07
4380,1.43042e+07
4381,1.43011e+07
4382,1.42976e+07
4383,1.4293e+07
4384,1.42884e+07
4385,1.42849e+07
4386,1.428e+07
4387,1.42761e+07
4388,1.42717e+07
4389,1.42662e+07
4390,1.42613e+07
4391,1.42579e+07
4392,1.42528e+07
4393,1.42483e+07
4394,1.42438e+07
4395,1.42398e+07
4396,1.42361e+07
4397,1.42326e+07
4398,1.42281e+07
4399,1.42242e+07
4400,1.422e+07
4401,1.42162e+07
4402,1.42121e+07
4403,1.42076e+07
4404,1.42033e+07
4405,1.41975e+07
4406,1.41934e+07
4407,1.4188e+07
4408,1.41826e+07
4409,1.41771e+07
4410,1.41727e+07
4411,1.4168e+07
4412,1.41629e+07
4413,1.41582e+07
4414,1.41526e+07
4415,1.41488e+07
4416,1.41443e+07
4417,1.41379e+07
4418,1.41338e+07
4419,1.41289e+07
4420,1.4125e+07
4421,1.41207e+07
4422,1.41149e+07
4423,1.41103e+07
4424,1.41066e+07
4425,1.41021e+07
4426,1.40982e+07
4427,1.40928e+07
4428,1.40891e+07
4429,1.40859e+07
4430,1.40809e+07
4431,1.40769e+07
4432,1.40727e+07
4433,1.40679e+07
4434,1.40638e+07
4435,1.40595e+07
4436,1.40558e+07
4437,1.40526e+07
4438,1.40489e+07
4439,1.40441e+07
4440,1.40384e+07
4441,1.40344e+07
4442,1.40294e+07
4443,1.40247e+07
4444,1.40215e+07
4445,1.40178e+07
4446,1.40134e+07
4447,1.40089e+07
4448,1.40045e+07
4449,1.40003e+07
4450,1.3997e+07
4451,1.39933e+07
4452,1.3989e+07
4453,1.39845e+07
4454,1.39794e+07
4455,1.39754e+07
4456,1.39712e+07
4457,1.39667e+07
4458,1.39625e+07
4459,1.39581e+07
4460,1.39549e+07
4461,1.39512e+07
4462,1.39471e+07
4463,1.39426e+07
4464,1.39386e+07
4465,1.39344e+07
4466,1.39298e+07
4467,1.39259e+07
4468,1.39206e+07
4469,1.39164e+07
4470,1.39115e+07
4471,1.39061e+07
4472,1.3902e+07
4473,1.38986e+07
4474,1.38937e+07
4475,1.38891e+07
4476,1.38833e+07
4477,1.38802e+07
4478,1.38761e+07
4479,1.38694e+07
4480,1.38661e+07
4481,1.38624e+07
4482,1.38595e+07
4483,1.38559e+07
4484,1.38519e+07
4485,1.38475e+07
4486,1.38432e+07
4487,1.38392e+07
4488,1.38353e+07
4489,1.38312e+07
4490,1.38249e+07
4491,1.3821e+07
4492,1.38171e+07
4493,1.38131e+07
4494,1.38096e+07
4495,1.38059e+07
4496,1.3802e+07
4497,1.37975e+07
4498,1.37933e+07
4499,1.37898e+07
4500,1.37859e+07
4501,1.37805e+07
4502,1.37763e+07
4503,1.37727e+07
4504,1.37687e+07
4505,1.3764e+07
4506,1.37596e+07
4507,1.3755e+07
4508,1.37514e+07
4509,1.37453e+07
4510,1.37414e+07
4511,1.37379e+07
4512,1.37319e+07
4513,1.37288e+07
4514,1.37252e+07
4515,1.37213e+07
4516,1.37172e+07
4517,1.37135e+07
4518,1.37093e+07
4519,1.37055e+07
4520,1.37004e+07
4521,1.36955e+07
4522,1.3692e+07
4523,1.36868e+07
4524,1.36822e+07
4525,1.36776e+07
4526,1.36729e+07
4527,1.3669e+07
4528,1.36635e+07
4529,1.36596e+07
4530,1.36555e+07
4531,1.36515e+07
4532,1.36466e+07
4533,1.36424e+07
4534,1.36385e+07
4535,1.36339e+07
4536,1.36292e+07
4537,1.36254e+07
4538,1.36223e+07
4539,1.36176e+07
4540,1.36125e+07
4541,1.36085e+07
4542,1.36059e+07
4543,1.36017e+07
4544,1.35968e+07
4545,1.35923e+07
4546,1.35886e+07
4547,1.35848e+07
4548,1.35806e+07
4549,1.35755e+07
4550,1.35708e+07
4551,1.35673e+07
4552,1.35625e+07
4553,1.35573e+07
4554,1.35529e+07
4555,1.35493e+07
4556,1.35454e+07
4557,1.35421e+07
4558,1.35379e+07
4559,1.35341e+07
4560,1.35313e+07
4561,1.35272e+07
4562,1.35237e+07
4563,1.35197e+07
4564,1.35151e+07
4565,1.35117e+07
4566,1.35078e+07
4567,1.35034e+07
4568,1.34991e+07
4569,1.34938e+07
4570,1.34893e+07
4571,1.34861e+07
4572,1.34818e+07
4573,1.34781e+07
4574,1.34724e+07
4575,1.34681e+07
4576,1.3465e+07
4577,1.34602e+07
4578,1.34564e+07
4579,1.34523e+07
4580,1.34487e+07
4581,1.34452e+07
4582,1.34418e+07
4583,1.34385e+07
4584,1.34341e+07
4585,1.343e+07
4586,1.34266e+07
4587,1.34226e+07
4588,1.34195e+07
4589,1.34162e+07
4590,1.34122e+07
4591,1.34086e+07
4592,1.34043e+07
4593,1.33994e+07
